[Header]\r\n[Footer]\r\n[Header]\r\n2010-02-20 22:10:21,137 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:33,408 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:33,408 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:33,518 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:33,518 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:33,518 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:33,668 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:33,678 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:33,678 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:33,798 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:33,798 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:33,798 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:33,919 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:33,919 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:33,919 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,309 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:34,309 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,319 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,459 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:34,459 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,459 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,579 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:34,579 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,589 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,700 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:34,700 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,710 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,830 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:34,830 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,830 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,940 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:34,950 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:34,950 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:35,090 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:35,090 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:35,100 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:35,220 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:35,220 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:35,220 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:35,341 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:35,341 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:35,341 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:35,471 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:35,471 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:35,471 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:36,622 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:36,622 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:36,622 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:36,733 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:36,743 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:36,743 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:36,853 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:36,853 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:36,853 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:36,963 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:36,973 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:36,973 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,083 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:37,083 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,083 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,193 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:37,193 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,193 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,313 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:37,313 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,313 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,424 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:37,424 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,424 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,584 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:37,594 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,594 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,704 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:37,704 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,704 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,864 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:37,864 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,864 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,974 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:37,984 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:37,984 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,095 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:38,095 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,095 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,205 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:38,215 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,215 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,315 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:38,325 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,325 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,435 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:38,435 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,435 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,555 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:38,565 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,565 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,685 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:38,695 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,695 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,806 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:38,806 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,806 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,916 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:38,916 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:38,926 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,126 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:39,126 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,136 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,256 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:39,256 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,256 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,366 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:39,366 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,376 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,477 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:39,487 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,487 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,597 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:39,607 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,607 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,717 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:39,727 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,727 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,837 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:39,837 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,847 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,957 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:39,957 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:39,957 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,077 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:40,077 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,087 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,198 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:40,198 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,198 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,378 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:40,388 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,388 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,498 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:40,508 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,508 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,648 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:40,648 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,648 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,768 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:40,768 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,768 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,889 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:40,889 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,889 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:40,999 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:41,009 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,009 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,139 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:41,139 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,139 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,249 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:41,249 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,249 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,359 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:41,369 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,369 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,479 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:41,479 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,479 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,680 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:41,680 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,680 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,810 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:41,810 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,820 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,930 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:41,930 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:41,930 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,040 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:42,050 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,050 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,170 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:42,170 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,170 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,281 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:42,281 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,281 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,401 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:42,401 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,401 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,511 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:42,511 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,511 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,631 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:42,631 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,641 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,751 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:42,751 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:42,751 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,082 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:43,082 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,082 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,232 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:43,232 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,232 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,372 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:43,372 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,372 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,482 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:43,482 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,482 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,612 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:43,612 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,612 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,723 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:43,733 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,733 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,863 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:43,863 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,863 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,983 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:43,983 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:43,983 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:44,093 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:44,093 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:44,103 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:44,213 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:44,213 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:44,213 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:55,820 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:55,820 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:55,820 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:56,060 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:56,070 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:56,070 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:56,611 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:56,611 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:56,611 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:56,801 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:56,801 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:56,801 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:56,912 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:56,912 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:56,912 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,032 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:57,032 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,032 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,142 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:57,142 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,152 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,262 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:57,262 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,262 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,432 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:57,432 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,432 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,542 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:57,542 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,542 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,663 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:57,663 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,673 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,783 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:57,783 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,783 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,913 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:57,913 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:57,913 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,023 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:58,033 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,033 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,143 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:58,143 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,143 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,254 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:58,264 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,264 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,374 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:58,374 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,374 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,484 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:58,484 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,494 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,614 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:58,624 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,624 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,734 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:58,734 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,734 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,864 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:58,864 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,864 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,975 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:58,975 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:58,975 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,085 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:59,085 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,085 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,205 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:59,205 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,205 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,585 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:59,585 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,585 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,716 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:59,716 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,716 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,836 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:59,836 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,836 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,956 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:36:59,956 [1] INFO  PDFv2.connect Closed
2010-02-20 22:36:59,956 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,076 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:00,076 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,076 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,186 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:00,186 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,196 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,306 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:00,306 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,306 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,447 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:00,447 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,447 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,557 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:00,557 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,557 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,677 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:00,677 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,677 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,797 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:00,807 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,807 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,927 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:00,927 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:00,927 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,048 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:01,048 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,048 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,158 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:01,158 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,158 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,278 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:01,278 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,278 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,388 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:01,398 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,398 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,518 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:01,518 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,518 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,638 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:01,638 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,638 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,759 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:01,759 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,769 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,879 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:01,879 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,879 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,999 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:01,999 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:01,999 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:02,119 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:02,119 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:02,119 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:02,580 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:02,580 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:02,590 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:02,710 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:02,710 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:02,710 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:02,830 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:02,830 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:02,830 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:02,950 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:02,950 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:02,950 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,090 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:03,090 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,090 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,241 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:03,241 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,241 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,371 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:03,371 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,371 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,481 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:03,481 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,481 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,601 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:03,601 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,601 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,721 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:03,721 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,721 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,852 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:03,852 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,852 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,972 [1] INFO  PDFv2.connect OTVORENE
2010-02-20 22:37:03,972 [1] INFO  PDFv2.connect Closed
2010-02-20 22:37:03,972 [1] INFO  PDFv2.connect Closed
